Term,Part of Speech,Definition,Source Details,Link to Source
Ingkola,Transitive Verb,"vt.  bleach, whiten, blanch, make white or whiter, esp. in the sun. Si nåna ha Ingkola i såbanas å'paka'. Mother bleached the white sheets in the sun. Ingkola fan i medyas‑su å'paka'. Please whiten my white socks under the sun. Ingkola i fañelan Jonakin sa' gai chatku. Blanch Jonakin’s T-shirt because it has a stain.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
inhuria,Transitive Verb,"vt.  revile, reproach. See: kalumnia. From: Sp. injuria.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
insåtta,Transitive Verb,"vt.  draw string or thread through, pass a thread through the eye of, make a collection by stringing (things) on a wire or thread. I famagu'un manmafa'nå'gui manmaninsåtta kulålis para kadena. The children were taught to string beads for a necklace. I peskadót ha insåtta i kinenne'‑ña guihan. The fisherman used wire to string his catch. Si tåta ha insåtta i kåtni para matåla'. Father strings the meat on skewers to dry.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
insima,Transitive Verb,"vt.  put in (money) as shares, donate, add in. Maila' ya ta fanensima para i gipot‑ta. Let’s add in for our party. Esta hu insima dididi' gi bangku para i patgon‑hu. I put money in the bank for my child. Guaha prublema annai hu na'ensima pulitika gi huntan mañaina. There were problems when I added events of the politics during our parents meeting. From: Sp. encima.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
insisti,Transitive Verb,"vt.  insist, urge, demand persistently. Hu insisti na un ekkunguk. I urge you to listen. Ha insisti para u hånåo. He insisted that he should go. Ha insisti si Juan para bai in asagua. Juan insisted for us to get married. From: Sp. insiste.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
inspekta,Transitive Verb,vt.  inspect. Ma inspekta i gima'. They inspected the house. Ha inspekta i gellai gi tenda. He inspected the vegetables at the store.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
insutta,Transitive Verb,"vt.  insult, mock, deride. Mungnga yu' ma'insutta. Don’t insult me. Dispensa. Ti hu åsngun na para bai insutta håo. I am sorry. I did not intend to insult you. From: Sp. insulta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
intensiona,Transitive Verb,vt.  intend. Ti hu intensiona na bai hånåo. I don’t intend to go. Hu intensiona para bai kuentusi håo. I intend to talk to you. Ha intensiona måolik para hågu. He intended something good for you.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
intrega,Transitive Verb,"vt.  deliver (to), submit (to), yield, release, hand over (to), present. Hu intrega håo nu i che'cho'‑ta. I handed over our work to you. Hu intrega hålum i che'cho'‑ta esta. I submitted our work. Håyi umintrega håo nu i salåppi' para i hagå‑mu? Who presented you with the money for your daughter? Syn: nå'i, presenta. From: Sp. entrega.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
introdusi,Transitive Verb,"vt.  introduce, lead. Put fabot introdusi i che'lu‑mu. Please introduce your brother. From: Sp. introduce.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
inturompi,Transitive Verb,"vt.  interrupt, interfere abruptly. Mungnga na un inturompi ham. Don’t interrupt us. Mangåti i famagu'un mandikiki' anai ma'inturompi i huegun‑ñiha ni manbåstus na hobinsitu. The little children cried when their game was interrupted by the rough adolescents. Ma'inturompi i silensiun hinassok‑ku anai mana'tungu' yu' un makkat na nutisia. My silent thought was interrupted when I received a difficult message. Påra i bision‑mu maninturompi gi ti konbitsasion‑mu. Stop your habit of interfering in conversations that are not yours. From: Sp. interrumpe.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ipi',Transitive Verb,"vt.  cut open, split. Ipi' i niyuk. Split the coconut. Ipi' talu' i mangga. Cut the mango in half. Ipi' i atchu'. Split the rock in half.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
isagui,Transitive Verb,"vt.  offend, transgress, hurt someone's feeling, displease. Un isagui yu' nu i fino'‑mu. Your words hurt my feelings. Syn: ufendi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
isgaihun,Transitive Verb,"vt.  escort; watch over, guide, accompany as an escort, lead the way for. Si Bernie para u inisgaihun gui'. Bernie will escort her. Isgaihun si nåna para i gima' Yu'us. Accompany mom to the church. Kåo sina un isgaihun i fila para i lamasan chumotchu? Can you lead the way to the food table? Syn: pipit, akumpåna, chungi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
iskandilisa,Transitive Verb,vt.  scandalize. Eskandilisa ennåo na fina'tinas. That is an act of scandalize. Todus fina'tinas sino che'chu' eskandilisa ti måolik. All scandalize act are not good. From: Sp. escandaliza.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
iskapåyi,Transitive Verb,"vt.  escape, avoid, evade, elude. Si tatå‑hu ha iskapåyi i ottru na kareta. My father avoided the other car. Iskapåyi todu piligru na cho'chu'. Avoid all dangerous work.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
isketyu',Transitive Verb,vt.  schedule (something). I doktok‑ku ha isketyu' yu' para bai hu ma'opera gi Måyu diha dossi gi egga'an. My doctor scheduled me for an operation on May twelfth in the morning. From: Eng. schedule.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
iskohi,Transitive Verb,"vt.  1) pay due attention, defer, hope to avoid. Debi di un iskohi si tatå‑mu, sa' amko'‑mu. You must pay due attention to your father, because he is your elder. Hu iskokohi na bai in asudda' yan i pulisiha gi chalan, sa' gumimin yu' dididi' atkohot. I am hoping to avoid meeting the policeman on the road, because I drank a little alcohol. 2) open-mouthed when talking; not thinking of the consequences at the receiving end of the communication. Humånanåo ha' hålum si Jose gi hunta ya ti ha iskokohi i håfa madiskukuti gi hilu' lamasa. Jose went right into the meeting without paying attention to what was being discussed at the table. Si Francisco na tåotåo yanggin kumuentus, ha såsangan ha' håfa malago'‑ña, ti ha iskokohi kåo ha na'puputi i ottru tåotåo siha. When Francisco talks, he says whatever he wants without thinking whether others would be hurt.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ispånta,Transitive Verb,"vt.  threaten, menace, frighten, scare. Ti humånåo yu' gi giput, sa' ha ispånta yu' i bulan tåotåo. I did not go to the party because I was frightened by the large crowd. Kumåti i patgun sa' inispånta ni katu. The baby cried because the cat scared him. Syn: fa'ñagui, hongngang, aminåsa. From: Sp. espanta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ispeki,Transitive Verb,"vt.  pry; raise, move, or pull (apart) with a pry. I labandera ha ispeki i talin fanalå'an magågu. The launderer raised the clothesline. Ma usa i dinga' tangantångan para ispeki trongkun chotda. A fork-shaped tangantangan tree is used to raise the banana tree. Hu ispeki i tampin i kahun ni krobar. I pried the crate open with a crowbar.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ispiha,Transitive Verb,"vt.  1) seek, search, look for, locate. Ma'ispipiha håo gi as nanå‑mu. Your mother is looking for you.- Ayuda yu' umispiha i antios‑su. Help search for my eyeglasses. Kåo un ispiha i switch? Did you locate the light switch? Ispiha i bola. Look for the ball. Humånåo manispiha chi'cho'‑ña. He went to seek a job. Syn: aligåo, buska, båndu. 2) spy, watch secretly. Guaha siha na tåotåo ispiha che'chu'‑ñiha. Some people work as spies. Bula Chamorro mana'fanispiha duråntin i gera. A lot of Chamorros were made spies during the war. Variant: espiha. From: Sp. espia.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ispiyu,Transitive Verb,vt.  use a carpenter's plane on. Ispiyu i tapbla. Plane the lumber. Variant: supiyu.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
isplika,Transitive Verb,vt.  explain. Isplikan måolik håfa un keke'sangan. Clearly explain what you are trying to say. Ekkunguk yanggin ma'isplika i direksion. Listen when the direction is explained. Variant: eksplika. From: Sp. explica.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
isplikåyi,Transitive Verb,"vt.  interpret for, translate for. Hu isplikåyi i mañaina put i leksion siha. I interpreted the lessons to the parents. Ha isplikåyi håfa matutugi' gi papit. She translated what was written on the paper. Manma'isplikåyi i manåmku' håfa para u macho'gui guihi na ha'åni. It was interpreted to the elders what was to be done on that day.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istablesi,Transitive Verb,"vt.  establish, set up, found, decree, ordain, start. Ma istablesi siha esta giya California. They established themselves in California. Guaha esta ma'establesi areklamentu put ennåo na asuntu. A regulation has been set up for that purpose. From: Sp. establece.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
iståmpa,Transitive Verb,"vt.  stamp, put a stamp on. Na'ma'iståmpa i dokumentu. Have the document stamped. Ma'iståmpa i katta anai marisibi. The letter was stamped when received. Syn: iståmpu'. From: Sp. estampa.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
iståmpu',Transitive Verb,"vt.  stamp, mark, distinguish. Para un iståmpu' i pahina gi lepblu. You will stamp the page in the book.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istani,Transitive Verb,"vt.  1) fool, joke with. Ti siña ma'istani si Jose sa' esta menhalum put ennåo na asuntu siha. Jose cannot be fooled because he is already very knowledgeable about that subject. Ha istani yu' ya estagui' på'gu na ti hu angokku esta. He fooled me so now I do not trust him. Båsta fan umistani si nåna. Will you stop joking with mother. 2) commit illicit sexual action with, commit incest with, rape. Kumeha i patgun gi as nanå‑ña na ma'istani gui' gi gima' amigå‑ña. The child reported to her mother that she was raped at her friend's house. Ma'isposa i taotåo sa' ha istani i patgun. The man was handcuffed because he committed sexual abuse of a child.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istiba,Transitive Verb,"vt.  stockpile, store up. Manma'istiba i katga gi halum soku. The cargos are stored up in the warehouse. Kåo siña un istiba i lepblu siha gi istånti? Can you stockpile the books on the shelf?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istila,Transitive Verb,"vt.  distill, obtain by or as if by distillation. Hu fåhan i ma'istila na galon hånum. I purchased a distilled water bottle. Hu li'i' taimanu ma'istilå‑ña i sitbesa. I saw the distillation process of beer. From: Sp. destila.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istira,Transitive Verb,"vt.  stretch, expand, strain. Hu istira i deddigok‑ku. I strained my ankle. Maila' ya ta istira i orå‑ta, sa' ta na'funhåyan i che'chu'. Let us stretch our time so we can complete our task. Variant: estira. From: Sp. estira.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istotba,Transitive Verb,"vt.  annoy, vex, irk, bother, hinder, disturb, irritate, harass, trouble. Mungnga ma'istotba i patgun, sa' mamaigu'. Do not disturbe the child, because he is sleeping. Båsta manistotba. Stop annoying. Mapresu i bihu sa' manistotba hobensitu. The old man was jailed because he molested a youth. Syn: estråña. From: Sp. estorba.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istråña,Transitive Verb,"vt.  alienate, annoy, disturb, bother, trouble, irritate, harass, irk, vex. Ha istråña yu' i finu' i ma'estru. The teacher’s statement irritated me. Mungnga ma'istråña i taotåo yanggin kumekuentus. Do not disturb someone when he is talking. Syn: istotba. From: Sp. extraña.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istrena,Transitive Verb,"vt.  use, try, wear (for the first time). Hu istrena i nuebu na chinina‑hu gi Pasgua. I wore my new outfit on Christmas. I pulisiha ma istrena i nuebu na tihung‑ñiha. The policemen wore their new hats for the first time.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istrupeha,Transitive Verb,"vt.  startle, demand at the last minute. Ti ya‑hu ma'istrupeha. I do not appreciate last minute demands. Ya‑ña umistrupeha yu' sa' akatcha na tåotåo ennåo. He enjoys startling me because he is a practical joker.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istudia,Transitive Verb,"vt.  study, acquire knowledge, apply the mind, educate oneself. Fanistudia, båsta humugåndu. Study, stop playing. Mås manungu' yu' yanggin sigi ha' yu' manistudia. I learn more as if I continue to study. From: Sp. estudia.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
istudiåyi,Transitive Verb,"vt.  study, do research on, analyze. Hu istudiåyi håyi fine'nena humålum iya Mariånas na islas. I researched who first came to the Mariana Islands. Istudiåyin måolik i prublema åntis di ta chuli' hålum gi kotti. Analyze the problem before we take it to court. Syn: analisa.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
iting,Transitive Verb,"vt.  pick, break off. Iting i aga'. Pick the banana. Ya‑hu para bai iting ennåo na aga'. I like to pick that banana. Iting påpa' i hagåmham låo mungnga matifi i månha. Pull down the coconut frond but don't pick the young coconuts. See: tugan, tifi'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåcha',Transitive Verb,"vt.  husk. Håyi para u kåcha' i niyuk? Who will husk the coconut? Bula niyuk para bai hu kåcha', sa' para bai hu tika. There are a lot of coconuts that I'm going to husk, because I'm going to make coconut oil.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåchit,Transitive Verb,"vt.  wear something that is not pleasing and subject to ridicule, put on a face, dress, or anything that would indicate a show-off behavior. Un kåchit håo ni ti uså‑mu na bistidu. You dress up in a way that does not compliment you. Ya‑mu kumåchit håo ni ti kosås‑mu. You like to put on something that does not belong to you. Ha kåtchit gui' ni nuebu na sapåtus ya nina'ke'yåo, sa' mampus mafñut. She put the new shoes on and was limping, because they were too tight. Reflexive verb. See: katsa.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåddu,Transitive Verb,vt.  make (something) into soup. Kåddu i mannuk yan i sini. Make chicken soup with taro. Månngi' makåddu i dagun å'påka' yan månnuk. It is delicious to cook white yam with chicken soup. Variant: kåtdu.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kadidak,Transitive Verb,vt.  tickle. Mungnga yu' makadidak. Don’t tickle me. Kadidakun yu'. I'm ticklish. I biha ha kadididak i neni. The old lady is tickling the baby.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ka'guas,Transitive Verb,vt.  scratch. Ka'guas i tatalo'‑hu. Scratch my back. Ha kaka'guas i katu i pettan kusina. The cat is scratching the kitchen door. Ha kaka'guas i mannuk i edda' para u fanaligåo na'‑ña. The chicken is scratching the ground to look for food. See: kassas.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåhat,Transitive Verb,"vt.  lift, raise up, hoist or raise with a tackle, promote, raise (salary), build (house). Kåhat hulu' i magagu‑mu gi látatkilu' na istånti. Put your clothes up on a higher shelf. Manmakåhat hulu' i apas‑måmi gi che'chu'. Our salaries were raised at work. Para bai in kahat i gima'‑måmi gi hilu' i eksu'. We're going to build our house on top of the hill. See: hatsa, sa'ang.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahatgui,Transitive Verb,"vt.  stalk, hunt stealthily. Ha kahatgui i binådu. He still-hunts the deer. Kahatgui i binådu agupa'. Still-hunt the deer tomorrow. Maila' ya ta kahatgui håfa na gå'ga' kumåkannu' i na' månnuk gi puengi. Let us hide and see what animal is eating the chicken feed at night.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahåya,Transitive Verb,"vt.  save, help, rescue from danger. Si Juan ha kahiya si Jose gi kurenti. Juan saved Jose from the current. Makahiya si Felipe sa’ sumi’ i boti‑ña. Felipe was rescued, because his boat was leaking. I pulisiha manmakahiya i pupbliku gi duråntin påkyu. The police rescued the public during the typhoon. See: libri, ayuda. Variant: kahiya.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahita,Transitive Verb,vt.  put in a box. Bai hu kahitåyi i plåtu siha ya mungnga na u fanmåffak. I'll box the plates to prevent them from breaking. See: kåhun.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahiya,Transitive Verb,"vt.  save, help, rescue from danger. Si Juan ha kahiya si Jose gi kurenti. Juan saved Jose from the current. Makahiya si Felipe sa’ sumi’ i boti‑ña. Felipe was rescued, because his boat was leaking. I pulisiha manmakahiya i pupbliku gi duråntin påkyu. The police rescued the public during the typhoon. See: libri, ayuda. Variant: kahåya.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahlang,Transitive Verb,"vt.  lean (oneself) (on something), suspend (oneself) (from something). Kahlang håo mågi. Lean on me. Adahi na un kahlang håo gi petta, sa' un basnak. Don’t lean on the door, because you might fall. Reflexive verb.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahnåyi,Transitive Verb,"vt.  hex, bewitch, cast a spell on. Mungnga na un kahnåyi yu'. Don't cast a spell on me. Mungnga umessalåo gi halum tånu', sa' siempri makahnåyi håo. Do not yell inside the jungle, because you might be bewitched. Kumaduku, sa' makahnåyi. He went crazy, because he had a spell cast on him. Variant: kakahnåyi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kahulo'gui,Transitive Verb,"vt.  climb on top of, get up on (something) for something. Kahulo'gui esti na trongku. Climb up this tree. Si Juan ha kahulo'gui i gima'. John climbed up on top of the house. Mungnga makahulo'gui ennåo na ladera, sa' bula sasata. Don't go climbing up that mountain, because there are a lot of wasps. Syn: feddus. See: feddus.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kaikai,Transitive Verb,"vt.  start to move, start preparing to go. Kaikai håo ya ta baila. Move your body and we will dance. Kaikai hamyu ya ta fanhånåo. Start to move and we'll go. Debi di un kaikai håo ya un aligåo håfa para minaolek‑mu. You have to get yourself moving and look for what is good for you. Reflexive verb.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kakahnåyi,Transitive Verb,"vt.  curse, cast a spell on (someone). Ilek‑ñiha na buenti ma kakahnåyi, sa' pokpuk matå‑ña. It was said that perhaps they cast a spell on him, because his face got swollen. Variant: kahnåyi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kaki',Transitive Verb,"vt.  scribble on, put large marks on. Mungnga makaki' i pappet‑mu. Do not put large marks on your paper. Tåya' guaha achuka' ha kaki' i patgun i lepblu. It's okay for the child to scribble on the book.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kaku,Transitive Verb,"vt.  touch gently, rub one's hand softly on. Ya‑ña mangaku si Maria. Maria likes to move her hand gently on people. Sigi ya un kaku i neni. Go and rub your hand softly on the baby. Ant: ka'guas.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalabosu,Transitive Verb,"vt.  imprison. Kalabosu si Juan, sa' åguaguat. Put Juan in jail, because he's naughty. Ti ya‑hu na un makalabosu. I don't like you to go to jail. Syn: presu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalammuk,Transitive Verb,"vt.  swallow (something) whole or speedily, quickly, abruptly. Sumen ñalang yu', ya anai hu sodda' i buñelus dågu, duru hu kalammuk. I was starving so much that when I found the yam doughnut, I gobbled it. Syn: mañut trosu, pañut gotpi. Variant: kalamut.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalamut,Transitive Verb,"vt.  gulp (something), swallow (something) whole. Kalamut i na'‑mu. Gulp your food. Ti ya‑hu na bai kalamut i nengkanu'. I don't like to gulp my food. Cha'‑mu na un kalamut i chingam. Don't swallow the gum. Variant: kala mokmuk, kalammuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalang,Transitive Verb,"vt.  hang, lean on. Cha'‑mu na un kalang håo gi siya. Don't lean on the chair. Bai kalang yu' giya hågu. I will hang myself on you. Ha kalang i tihong‑ña gi ganchu. He hung his hat on the hook.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalangkångi,Transitive Verb,"vt.  sprinkle (something) with (something). Kalangkångi i guihan ni asiga. Sprinkle the fish with salt. Si nåna ha kalangkångi i gellai ni petbus åhus. Mother sprinkled the vegetables with garlic powder. Mungnga makalangkångi i katni bula na asiga, sa' u fa'it. Don't sprinkle the meat with too much salt, because it will be so salty. Variant: kalangkani.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kaling,Transitive Verb,"vt.  dress up, adorn (oneself), make attractive. Kumu ha kaling gui' si Dung, pues kumeke'ilek‑ña na guaha palåo'an para ali'e'‑ña ta'lu. If Dung dresses up, then it means that he will be seeing a girl again. Gof ya‑ña si Nena kumaling gui' maseha ti umo'o'mak gui' trabiha. Nena likes to adorn herself even if she has not showered yet. Kana' ti hu ripåra si Juana, sa' ha kaling måolik gui' gi paingi. I almost did not recognize Juana, because she really dressed up last night.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåmma',Transitive Verb,vt.  cut (something) with a sickle. Kåmma' i pigua'. Cut the betenut with the sickle. Mungnga makåmma' i floris. Don't cut the flowers with the sickle.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåmyu,Transitive Verb,vt.  grate (coconut). Bai kåmyu i niyuk. I will grate the coconut. Si Juan para u kåmyu i niyuk. Juan will grate the coconut.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kana',Transitive Verb,"vt.  hang, hang up, suspend. Kana' hulu' i magagu‑mu gi tali. Hang your clothes on the line. Bai kana' i katni gi fanalå'an. I will hang the meat on the meat drier.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kandålu,Transitive Verb,"vt.  lock (something), fasten (with a lock). Bai kandålu i petta. I will lock the door. Kandålu i petta ya mungnga na u hålum i katu. Lock the door so that the cat doesn't come in.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kånnu',Transitive Verb,"vt.  eat, consume, devour. Kånnu' i na'‑mu. Eat your food. Bai kånnu' esti na nengkanu'. I will eat this food. Bula na nengkanu' hu kånnu'. I ate a lot of food. See: chotchu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kansela,Transitive Verb,"vt.  cancel. Bai hu kansela i miting esta agupa'. I will cancel the meeting until tomorrow. Kansela i miting, sa' taigui si Rebecca. Cancel the meeting, because Rebecca is not here. Esta tres biåhi esti na miting makansela. This meeting has been canceled three times. From: Sp. cancela.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåpbli,Transitive Verb,"vt.  send telegram to (someone), receive telgram from (someone). Malångu si Kika' ya ma kåpbli i asaguå‑ña. Kika' was ill and they sent a telegram to her husband. Ma kåpbli si Jesus, sa' ti måmåolik si nanå‑ña. Jesus was sent a telegram that his mother was not in good condition. Variant: kåbbli.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kapitalisa,Transitive Verb,vt.  capitalize. Na'siguru na un kapitalisa i fine'nena na lettra gi na'an tåotåo. Be sure that you capitalize the first letter of a person's name. Kapitalisa i tutuhun i sintensia siha. Capitalize the beginning of sentences. Funas i na'an Maria ya un kapitalisa i fine'ne'na na lettra. Erase Maria's name and capitalize the first letter. From: Sp. capitaliza.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kapitåni,Transitive Verb,"vt.  command, lead, be the captain of. Si Antonio malagu' para guiya u kapitåni i gurupu. Antonio would like to be the captain of the group. Si Andres ha kapitåni i batku. Andres commanded the ship. Bai hu kapitåni i gurupu yanggin para bai u manå'i nu i ko'oporasion‑ñiha. I'll be the captain of the group if they would give me their cooperation.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåppun,Transitive Verb,"vt.  1) castrate. Para u makåppun i babui lamu'na. The pig is going to be castrated tonight. 2) cut short. Ha kåppun si Edu i kalamasa, sa' esta mampus anåkku' kunanåf‑ña. Edu pruned the pumpkin plant, because the vines were long. I katpinteru ha kåppun dididi' i tapbla, sa' para u na'omlat gi liga. The carpenter cut a little of the plywood so that it could fit on the wall.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
karåti',Transitive Verb,vt.  hit (something) using karate. Ha karåti' si Eloy i tapbla ya ha ipi' ha'. Eloy hit the table with a karate chop and he split it.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kari,Transitive Verb,vt.  make into curry. Mamåhan yu' potpus kari ni para bai hu kari i mannuk. I bought curry powder to make chicken curry.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kariñu,Transitive Verb,"vt.  caress, soothe, show fondness to. Si Måttin ha kariñu i lahi‑ña dispues di ha lalåtdi. Martin soothed his son after he scolded him. I nana ha kariñu i neni‑ña ya duru chumålik. The mother caressed her baby and kept laughing. From: Sp. cariño.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåsa,Transitive Verb,vt.  1) cock (a firearm). Ha gof ispånta yu' si Henry anai ha kåsa i paki gi me'nå‑hu. Henry really scared me when he cocked the gun in front of me. Kalan manhunguk yu' kinasan paki. It seems like I hear the cocking of a firearm. 2) cover (a bet). Ha kåsa si Pedro i apoståk‑ku gi gayera gi paingi. Pedro covered my bet at the cockfight last night.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kassas,Transitive Verb,"vt.  scratch, as when one itches. Hu kassas i tatalo'‑ña si Tåta, sa' makakaka. I scratched Father's back, because it's itching. I neni ha nisisita na u makassas tatalo'‑ña ni para u maigu' The baby needs to be scratched on the back in order to sleep. Anai inakka' yu' ni eddut, sigi mangassas yu'. When the ants bit me, I kept on scratching. See: ka'guas.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kassi,Transitive Verb,"vt.  tease. Båsta mangassi, sa' un ma'anña. Stop teasing, because you may be beaten up. Kassin tåotåo ennåo. That guy's such a teaser. In kassi i ga'lågu ya ha tugung ham huyung gi chalan. We teased the dog and it ran after us on the road.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kastiga,Transitive Verb,"vt.  punish. Makastiga si Dolores, sa' ha yuti' i chininå‑ña gi basula nigap. Dolores was punished, because she threw her dress in the garbage can yesterday. In kastiga si Glenn, sa' ti ha cho'gui i che'chu' guma'. We punished Glenn, because he did not do his house chores. Ha kastiga yu' sa' ti hu fa'gåsi i lampåsu. She punished me, because I did not wash the mop. See: fuegis, anña, galuti. From: Sp. castiga.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
