Term,Part of Speech,Definition,Source Details,Link to Source
kåkaya,Intransitive Verb,"vi.  go east, move east (Northern Marianas), go south, move south (Guåhan). Kåkaya i binådu gi lanchu. The deer is coming from the south. I manglu' ginin kåkaya. The wind is blowing from the south. Falågu kåkaya gi iskuela. Run from the south side of the school. See: håya.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalamtin,Intransitive Verb,"vi.  start motion, set to action, move. Na'kalamtin fan i kannai‑mu. Could you move your hand? Si Juan ha na'kalamtin i karetå‑ña anai para u hånåo para i iskuela. Juan started his car to go to school. Guaha kalalamtim gi halum esti i kahita. There's something moving around inside this box.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kalaskas,Intransitive Verb,"vi.  rattle, make a crackling sound (of dry leaves), rustle, make noise. Bula hågun mangalalaskas gi chalan gi lanchu. There are a lot of rustling leaves on the road at the farm. Mungnga mana'kalaskas i pappit. Don't make the paper rustle. Guaha kalalaskas gi halum tangkin basula. There's something making noise inside the garbage can.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåmpai',Intransitive Verb,vi.  toast (in drinking). Ta kampai' nu i gimen‑ta. Let's toast with our drink. Bai kampai' gi sagan gumimin. I will toast with my drink at the bar. From: Jp. kampai.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kånta,Intransitive Verb,vi.  sing. Put fabot kånta. Please sing. Bai kånta gi giput. I will sing at the party. From: Sp. canta.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kaputi,Intransitive Verb,vi.  fail to win a point in the card game tres sietti. Esta dos biåhi in na'kaputi hamyu. We made you fail to win a point two times already. Ennåo na kaputi håo. It's because of that that you failed to win a point. Ti ya‑hu na bai in fankaputi gi tres sietti. I wouldn't like us not to win a point in the tres sietti game.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
karera,Intransitive Verb,"vi.  travel, make a trip. Para u karera i hagan‑måmi para i islan Luta agupa'. Our daughter is going to travel to the island of Rota tomorrow. Para u fankarera ha', achuka' båba i tiempu. They're going to make a trip, even if the weather is not good Syn: rumbu. From: Sp. carrera.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kasadulis,Intransitive Verb,vi.  hunt on land. Manhånåo mankasadulis gi halum tånu'. They went hunting in the woods. Humånåo si Tony yan si Roman kumasadulis babuin halum tånu' gi Sabalu. Tony and Roman went hunting for wild pigs on Saturday. Para u kasadulis binådu i dos tåotåo agupa' na pupuengi. The two individuals are going to hunt deer tomorrow night. Variant: sakadulis. From: Sp. cazadores.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kaskas,Intransitive Verb,"vi.  rustle, make soft rustling sounds. Kakaskas i sin anai sigi guinesguis ni hagun i trongku gi hilu' guma'. The branches of the tree are rustling on the roofing tin on top of the house. Mankakaskas i mannuk gi hilu' sin. The chickens on top of the tin are making rustling sounds.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katdumi,Intransitive Verb,"vi.  form a group, be in a group. Mangkatdudumi i paluman såli gi hilu' trongkun lemmai. The sali birds are in a group on top of the breadfruit tree.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåti,Intransitive Verb,"vi.  cry, weep, sob. Ha na'kåti si Gene i lahi‑ña anai ha lalåtdi. Gene made his son cry when he scolded him. I infitmera ha duluk i neni ya kumåti i patgun. The nurse gave the baby a shot and the child cried. Syn: tångis.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kåtkat,Intransitive Verb,"vi.  clear one's throat. Sessu mankåtkat yanggin guaha chumochotchu. They always clear their throats when there's someone eating. Ya‑ña si Jesus kumåtkat yanggin ha gueguesguis nifen‑ña. Jesus likes to clear his throat when brushing his teeth. Chatpa'gu para un kåkatkat gi me'nan tåotåo. It's not polite to be clearing your throat in front of people. Variant: kåkak, kåkat, kokkuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kátokcha',Intransitive Verb,vi.  go spear-fishing. Kumatokcha' si Tomas gi paingi. Tomas went spear-fishing last night.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
katúnggalak,Intransitive Verb,vi.  strum (a guitar). Chuli' mågi ennåo i gitåla ya ta fankatunggalak. Bring that guitar here and we can strum. Tudu diha si Rufinu di kumatunggalap. All day Rufinu is strumming. Variant: katúnggalap.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ke'churai,Intransitive Verb,"vi.  hitch a ride; ask for favor. Kumechurai yu' gi as Juan para i tenda. I hitched a ride with John to the store. Esti i kechurai na palåbra ginin finu' Hapones. The word kechurai comes from the Japanese langauge. Nihi ta kechurai, sa' tåya' ma'udai‑ta para i giput. Let's hitch a ride, because we don't have transportation to the party.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
keha,Intransitive Verb,"vi.  complain, report a violation, snitch. Mungnga kumeha solo un tungu' håfa magåhit masusedi. Don't report something unless you know the facts of the event. Ha keha i che'lu‑ña gi as nanå‑ña. She snitched on her sibling to her mom. From: Sp. queja.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ki såbis,Intransitive Verb,"vi.  have no information, connotes you don't know. Sa' håfa na para un såonåo kumuentus put i asuntu ni ki såbis håo. Why do you want to get into such conversation, you don't know anything about the issue. Ai adai, ki sabis gui' si Anuncia di manlåksi. Oh dear, Anunsia don't know anything about sewing. Hekkua' håfa si Jose ha såsangan gi madiskutin ennåo na lai; ki sabis gui'. I don't know what Jose is talking about in the discussion about the law; he doesn't know anything. From: Sp. qué sabes.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kiba',Intransitive Verb,"vi.  frown, clown around in one's facial expression. Kalan kiba' i matå‑ña låo diputsi taiguihi ha' disdi mafañagu‑ña. His face appears like a frown but he was born that way. Ha na'kiba' i matå‑ña i patgun put para u kassi i che'lu‑ña. The child made a face at his sibling to tease him.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kiluk,Intransitive Verb,"vi.  revolve, roll in a circle, turn around (on an axis), spin. Na'kiluk i tali gi haligin trongku. Tie the rope around the tree. See: kíluluk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kíluluk,Intransitive Verb,"vi.  revolve, spin, roll in circle, turn around. Ha na'kiluluk si Juan i redan kareta. Juan rolled in circle the tires of the car. Håfa na ti kumiluluk i tulompu anai ha sotta? Why didn't the top spin when he let go? Ha na'kiluluk si Martin si Juan anai ha påtik. Juan spun around when Martin kicked him. See: kiluk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kimasón,Intransitive Verb,"vi.  consumed by fire, burn, on fire. Kimason i cha'guan duråntin tiempun ånglu'. The grass burned during the dry season. Mapput kimason i hayu yanggin fotgun. It's difficult for the wood to catch on fire when it's wet. Kumason i katsunis Pedro anai mampus humihut kontra i guafi. Pedro's pants caught on fire when he got close to the fire. Kimason påpa' todu i iskuela nigap. The entire school burned down yesterday. Ginin i dangis na kimason i gima'. It was from the candle that the house burned down. Syn: kimådu, kumådu. Variant: kumasón.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kinahulo'guan,Intransitive Verb,"vi.  angry, upset, impulsive; change suddenly in mood from positive to negative, lose one's temper. Kinahulo'guan si Ana gi as Maria anai atrasåo måttu. Ana was upset when Maria came late. Ti bai kinahulo'guan mohon yanggin un sångan i magåhit. I wouldn't have lost my temper had you told the truth. Kinahulo'guan si Tomas gi fakmatå‑ña. Tomas was angry when he woke up.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kisåbis,Intransitive Verb,"vi.  not know, be ignorant about something. Mungnga mafaisin yu' put ennåo, sa' kisåbis yu'. Don't ask me about that, because I have no idea. From: Sp. qué sabes.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kodu,Intransitive Verb,"vi.  arm-wrestle. Maila' ya ta kodu na dos. Come, let's arm wrestle. Variant: koddu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kokkuk,Intransitive Verb,vi.  clear one's throat.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kókkulu',Intransitive Verb,"vi.  go up. Anai mankokokkulu' hami gi eksu', guaha mansulun påpa'. When we were going up the hill, some slipped down. Kumekekkulu' i guali'ik gi liga. The gecko is trying to go up the wall. Fangokkulu' hulu' gi gima'. You all go up to the house. Probably related to kahulu'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kókulu',Intransitive Verb,"vi.  go up, move upward. Anai kokokulu' i karetan guaka, gotpi sulonpapa', sa' fachi' i edda'. As the bull cart was going uphill, suddenly it slipped down, because the soil was muddy. Mungnga iya' mankokulu' gi gua'ut tåt nisisidåt in famoddung. Don't be climbing the ladder, there's no need to fall.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kolåyi,Intransitive Verb,"vi.  get a college education, be educated in college. Siempri mås måolik i kualidåt lina'la' yanggin manmakolehiu todu i taotåo. The quality of life will increase if all the people get a college education.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kómutgan,Intransitive Verb,"vi.  receive holy communion. Manma'otdin i famagu'un na u fankonfisat åntis di u fankomutgan. The children were instructed to go to confession before receiving holy communion. Manlukåo mo'na i taotåo para i attat para u fanmankomutgan. The people lined up to the alter to receive holy communion. Kana' gotgan si Fulånu anai kumomutganñaihun sa' tinani' ha' manatan håyi siha manhohosmi misa. Fulanu almost choked when he received holy communion, because he was distracted observing who was attending the service. From: Sp. comulgan.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kottesiha,Intransitive Verb,"vi.  genuflect, bow (in respect). Kottesiha yanggin manånayuyut håo. Guneflect when you worship. Kumottesiha si påli' gi me'nan i attat gi gima'yu'us. The priest bowed in front of the altar in church. I Hapones mangkottesiha put rispetu. The Japanese bow in respect. From: Sp. cortesía.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kuentus,Intransitive Verb,"vi.  speak, talk, converse, chat. Debi di un kuentus gi hunta. You have to speak during the meeting. Mafaisin yu' para bai kuentus gi finu' Chamorro. I was asked to speak in Chamorro. Håyi kuentusem‑mu gi paingi? Who did you chat with last night? Syn: kumbetsa. From: Sp. cuentos.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kuidåo,Intransitive Verb,"vi.  watch out, be careful of. Kuidåo ni ga'lågu. Watch out for dogs. Kuidåo ni hoyu siha. Be careful of the holes. Kuidåo ni atchu' an un upus i sabåna. Watch out for falling rocks as you pass the boulder. From: Sp. cuidado.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kukurandi,Intransitive Verb,"vi.  circle (slang), move in an erratic circular motion such as a spinning top, or when flirting or wasting time. Si Juan kumukurarandi gi uriyan gima' Margarita, sa' uma'andi'. Juan is going around Margarita's house, because he is flirting. Ti måolik i dinaggåo‑ña tulompu, sa' kukurandi mampus. The way he threw his top is not good, because of its erratic spinning motion. Båsta kumukurandi gi dinanña', sa' ti debi di un gåsta i tiempun i manggaigi siha na tåotåo. Stop saying nonsense at the meeting, because you should not waste people's time.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kulehu,Intransitive Verb,"vi.  get a college education, be educated in college. Unu ha' na patgun‑ñiha makulehu. Only one of their children went to college.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kumpås,Intransitive Verb,"vi.  gesture like conductor. Mungnga kumumpås yanggin sumesetmun håo, adai. Don't gesture when you are giving a sermon, will you?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kúnanaf,Intransitive Verb,"vi.  crawl on belly or on hands and knees, creep, trail in line or file, slide (toward). Kumukunanaf i kulepbla gi uriyan i kellat månnuk. The snake is moving around the chicken pen. Esta ha tungu' i neni kumunanaf. The baby already knows how to crawl. Mangukunanaf mågi i ilu' yan i etdut siha. The worms and the ants are trailing over here. Kumunanaf i karetan guaka gi kantit anai ha totpi i haligi gi fihun chålan. The bullcart slid toward the cliff edge when it hit the pole on the side of the road. Annuk na kunanaf guatu gi tasi i låstrun ayuyu siha. It is obvious that the coconut crab tracks led directly to the ocean.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
kunfotmi,Intransitive Verb,"vi.  agree, concur, coincide, conform. Esta kunfotmi si Beth para u såonåo gi huegu. Beth has agreed to join the game. Put fin i infitmera ha na'kunfotmi i patgun para u maduluk. Finally, the nurse made the child agree to get the shot. Kunfotmi si Edu ya ha fitma i pappit. Edu agreed and signed the paper. From: Sp. conforme.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
obra,Intransitive Verb,"vi.  work. Umobra si Helen nigap gi lanchon‑ña. Helen worked at her farm yesterday. Manobra ham gi Sabalu na ha'åni, sa' bula para u madiskåtga na kåtga. We worked on Saturday, because there was a lot of cargo to unload. Umobra yu' gi che'chu'‑måmi nigap, sa' meggai para u mana'funhåyan na cho'chu'. Yesterday, I worked on our work, because there was so much work.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
oggan,Intransitive Verb,"vi.  end up. Oggan i papaloti gi hilu' i trongku. The kite ended up on the treetop. Anai manma'apupunta i ma'estru siha para i isla siha giya Mariånas, oggan yu' Tinian. When teachers were being assigned islands in the Marianas, I ended up on Tinian. Gigimin hånum, ya mungnga na un oggan må'hu. Keep drinking water, so you won't end up thirsty.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
o'mak,Intransitive Verb,"vi.  take a shower, swim, bathe. Hu na'o'mak i patgun gi talu'åni. I showered the child in the afternoon. Para u nina'o'mak i neni as nanå‑ña. The baby will be bathed by her mother. Pångpang i kakagong‑mu ni hanum åntis di un o'mak gi tasi pat gi båñu. Spatter water on the top of your head before you swim in the ocean or take a shower.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
omlat,Intransitive Verb,"vi.  fit, fit into. Omlat i aniyu gi kalulot‑tu. The ring fits my finger. Ti omlat yu' gi katsunes‑su ni bihu. I did not fit in my old pants. Gi tiempun gera, dikiki' i liyang låo siña manomlat ha' bula na tåotåo. During the war, the cave was small but it could fit a lot of people. Umomlat i nobia gi magågu‑ña. The bride fit into her wedding dress. Variant: ulat.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
onnu',Intransitive Verb,"vi.  cover oneself with a blanket or linen, be covered with a blanket or linen, cuddle. Umonnu' si Magdalena, sa' manenghing. Magdalena cuddled herself under the blanket, because it was cold. Mana'onnu' i neni gi as nanå‑ña gi paingi, sa' sirenu. The baby was put under a cover by her mother last night, because the air was cold and damp. Mano'onnu' todu i taotåo anai manmamaigu'. The people were all under the blankets while they were sleeping. See: såbanas.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
o'o',Intransitive Verb,vi.  crow (of rooster). Umo'o' i gayu gi trongkun lemmai åntis di u tunuk påpa'. The rooster crowed on the breadfruit tree before coming down to the ground. Mano'o'o' i gayu siha an chatangmak. The roosters are crowing at dawn. Mana'a'oppi i gayu gi o'o'‑ñiha. The roosters crowed in response to each other.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
oppuk,Intransitive Verb,"vi.  1) lie with face down, lie on one's stomach. Esta siña i neni umoppuk na maisa. The baby can already turn around and lie on his stomach by himself. Si nåna ha na'oppuk i patgun para u maigu'. Mother laid the baby face down to put her to sleep. Maigu' umoppuk si Glenn gi hilu' såtgi. Glenn lay on his stomach to sleep on the floor. 2) turn or flip over from normal position. Umoppuk i kareta anai aksidenti. The car flipped over when it got into an accident. Na'oppuk i manggåsgas na båsu gi tapblita. Turn the clean glasses upside-down on the shelf. Variant: oppup, o'puk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
oppup,Intransitive Verb,"vi.  lie down on stomach; recline on stomach, lie with face down. Ya‑hu maigu' umoppup. I like sleeping on my stomach. I neni ha na'oppup maisa gui'. The baby turned herself to lie on her stomach. Variant: oppuk, o'puk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
óssitan,Intransitive Verb,"vi.  joke, tell jokes. Duru umossitan si Juan guatu gi as Annie. Juan is cracking jokes at Annie. Sigi umossitan si Andrew ni manbåba na palåbra siha. Andrew was joking using inappropriate words. Umossitan yu' gi paingi gi giput ya esta hu na'fanggagalilik i taotåo ni chalik‑ñiha. Last night, I joked at the party and the people were rolling on the ground with laughter. Variant: éssitan.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pagamentu,Intransitive Verb,"vi.  receive paycheck, be paid. Dos biåhi manpagamementu i litiråo siha gi kada mes. The retirees receive their paychecks twice a month. From: Sp. pagamento.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påha,Intransitive Verb,"vi.  spin smoothly. Påha i tulompon‑ña si Glenn. Glenn's top spins smoothly. Måolik tulompon‑ña si Matt, sa' gof påha. Matt's top spins so nicely.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påkaka',Intransitive Verb,"vi.  keep quiet, stay silent. Påkaka', sa' hu keke'hunguk i rediu. Be quiet, because I am trying to listen to the radio. Kumeke'maigu' yu', put fabot påkaka'. I am trying to sleep, please be quiet. Ti siña håo pumåkaka'? Can't you be quiet? Mamåkaka' i mannuk anai ma hunguk i hilu. The chickens became quiet when they heard the thunder. See: silensiu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påkpak,Intransitive Verb,"vi.  1) explode, pop, burst forth with sudden violence and noise, clatter, boom. Ma'å'ñåo yu' anai ma na'påkpak i kuetis. I was scared when they exploded the firecrackers. Manlåolåo yu' anai påkpak i hilu. I trembled when the thunder exploded. 2) clap (of hands). Na'påkpak i kannai‑mu. Clap your hands. Hu na'påkpak i kannai‑hu. I clapped my hands.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
palåkpak,Intransitive Verb,"vi.  1) make a cracking noise. Hinengngang i neni‑hu anai palåkpak i hilu. My baby was scared when the thunder cracked. 2) chatter, run off at the mouth. Ya‑ña si Maria pumalåkpak. Maria likes to chatter. Palålakpak si Maria kumu guiguiya ha'. Maria chatters when she's alone. Put fabot påra pumalåkpak. Please stop chattering. 3) have sexual intercourse (slang). Variant: påkpak.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
palångpang,Intransitive Verb,vi.  1) make a loud noise. Palångpang mampus i karetå‑ña si Ramon. Ramon's car is very noisy. Palålangpang i napu. The waves are making a loud noise. Båsta masugun ennåo i palångpang kareta. Stop driving that noisy car. 2) fall down (noisily). Sulun ya palångpang gi hilu' satgi. He slipped and fell on the floor. Palålangpang påpa' gi eksu' i kareta anai aksidenti si Francisco. The car was rolling noisily down the road when Francisco got into an accident. Palångpang i niyuk gi hilu' i atuf sin. The coconut fell noisily on the tin roof. Unproductively derived from pångpang.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
palappa,Intransitive Verb,"vi.  make a flapping noise, make a rustling sound. Mangguaifi i manglu' ya pumalappa i tentu'. The wind blew and the tent made a flapping noise. Pumalappa i sin duråntin i pakyu. The tin roof made a flapping noise during the typhoon.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
palaspas,Intransitive Verb,vi.  splash. Palaspas i guihan gi halum tåsi. The fish splashed in the ocean. I neni ya‑ña pumalaspas gi halum hånum. The baby likes to splash in the water. Pumalaspas i laña ya tininu si Magdalena anai ha afliflitu i guihan. The oil splashed and burned Magdalena when she was frying the fish. Unproductively derived from paspas.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pångpang,Intransitive Verb,"vi.  explode, blast, make a shattering sound. Pångpang i hilu. The thunder sounded loudly. Pångpang i bala. The bullet exploded. Pångpang i reda. The tire exploded. Syn: påkpak.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påpakyu,Intransitive Verb,"vi.  the storm is going on, the typhoon is going on (progressive). Påpakyu Tinian. The typhoon is going on on Tinian. Påpakyu ta'lu gi tasi. The storm is going on again on the ocean. Kalan påpakyu guini, sa' i manglu' yan i ichan. It seems like we are having a typhoon here, because of the wind and rain. Derived by reduplication from påkyu.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påra,Intransitive Verb,"vi.  stop, quit. Na'påra i buruka. Make the noise stop. Påra humånåo na maisa. Stop going alone. Påra bumuruka. Stop making noise. Esta pumåra chumupa. She stopped smoking already. From: Sp. para.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
parasismu,Intransitive Verb,"vi.  quiver, be at the point of death. Ha dingu ham si Nåna dispues di parasismu. Nana left us (died) after she quivered. I parasismu siñåt para atyu siha ni kumeke'matai. Quivering is a sign that someone is dying. Syn: chaflik. From: Sp. parasismo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påris3,Intransitive Verb,"vi.  gallop, trot, move by leaps. I kairu' pumåparis yanggin humåhanåo. Frogs leap when they are moving. Ti siña pumåris i kabåyu, sa' puti patås‑ña. The horse cannot gallop, because his foot hurts. Duru pumåris i dos binådu gi halum tånu'. The two deer were leaping in the woods.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pasehu,Intransitive Verb,"vi.  travel in leisurely way, take a trip, tour, stroll. Pumasesehu yu' gi minachum åtdåo. I go strolling at sunset. Para bai in fanpasehu para Guam. We are going to take a trip to Guam. Esta håssan yu' ni pumasehu. It is already seldom that I take a trip. From: Sp. paseo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pasiåndu,Intransitive Verb,"vi.  travel, roam. Nihi ta fanpasiåndu. Let us go roaming around. Ya‑ña pumasiåndu si Ne'. Ne' likes to go traveling around. Munhåyan yu' esta pumasiåndu. I am done roaming around. Mampus ya‑ña i sutteru i pasiåndu. The young man likes traveling very much. From: Sp. paseando.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
paspas,Intransitive Verb,"vi.  splash (lightly). Gof ya‑hu maigu' yanggin u'uchan, sa' ha na'måmaffung maigo'‑hu i paspas i ichan kontra i sin. I enjoy sleeping when it is raining because the splashing of the rain on the tin roof lulls me into a deep sleep. Adahi na un fotgun guennåo, sa' papaspas i hanum ginin i paip. Be careful not to get wet there, because the water is splashing from the pipe. Maguaiya i famagu'un mano'mak yanggin mampinaspapas ni i hanum. Children enjoy showering when water is splashing on them. Sangåni si Ann ya mungnga pumaspas gi satgi. Tell Ann not to splash on the floor. Ha paspåsi yu' si Lucy ni binu. Lucy splashed the wine on me. Syn: palaspas.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pattisipåo,Intransitive Verb,"vi.  participate, partake, share. Meggai tåotåo manpattisipåo. A lot of people participated. Hu nisisita todus hamyu para en fanpattisipåo. I need all of you to participate. Guaha siha na tåotåo manmamåhlåo manpattisipåo. There are some people who are ashamed to participate. From: Sp. participado.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
påya',Intransitive Verb,"vi.  slur (one's speech), speak indistinctly. Ti påya' si Ed. Ed doesn't have slurred speech. Achapaya' i dos. The two both slur their speech. Påya' mampus si Kika yanggin kumuentus. Frances really slurs her speech when she speaks. Syn: chátkuentus. Variant: paya'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
paya'ya',Intransitive Verb,"vi.  1) soar, glide, float in the air at random. I paluma ya‑ña pumaya'ya' guatu gi hilu' guma'. The bird likes to glide over the house. Si Juan ha na'paya'ya' todu i pappit kommun hulu' gi airi ya lalålu' si nanå‑ña. Juan made all the toilet paper fly up and his mom got mad. 2) be too much in a hurry. Esta pumaya'ya' si Maria nai bulan fina'gasen‑ña. Maria is so in a hurry because she has a lot of laundry to wash. Syn: pinalålala.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
peska,Intransitive Verb,"vi.  catch fish, hunt. Hånåo peska lamu'na para i gupot‑ta agupa'. Go and fish tonight for our party tomorrow. Pairi pumeskan pachingku si Pedro. Pedro is good at spearfishing. Pumeskan halum tånu' yu' yan i amigu‑hu. I went hunting in the forest with my friend. Si tatå‑hu fuma'nå'gui yu' taimanu pumeskan tånu' yan tåsi. My father taught me how to fish and hunt. See: sipik. From: Sp. pesca.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
petchåo,Intransitive Verb,"vi.  make a quick movement, dash (away), dart, zoom, startle, jump suddenly. Petchåo i katu gi halum tånu'. The cat dashed away into the forest. Petchåo ha' i paluma gi me'nan matå‑hu. The bird just darted away in front of my eyes. Petchåo hulu anai hinengngan ni hilu. He jumped up when he was startled by the thunder. Syn: chispas.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
piknik,Intransitive Verb,vi.  have a picnic. Nihi ta fanpiknik gi talu'åni. Let's have a picnic in the afternoon. Manggaigi i familia manpipiknik giya tasin Låolåo. The families are picnicking at Laolao beach. From: Eng. picnic.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pinalakse'guan,Intransitive Verb,"vi.  make a slip of the tongue, slip away against one's intentions or plans. Pinalakse'guan yu' gi fino'‑hu gi hunta. I made a slip of the tongue at the meeting. Sessu gui' pinalakse'guan kada bulåchu. He frequently makes slips of the tongue when drunk. Ekat kumuentus, sa' siempri pinalakse'guan håo. Slow down in talking, because you might make a slip of the tongue.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pinalåla,Intransitive Verb,"vi.  rush, hurry, dash, hasten. Sessu si Juan pinalåla guatu gi tenda, sa' gaigi i nobiå‑ña. Juan alway rushes to the store, because his girlfriend is there. Mungnga pinalåla, sa' siempri lachi håo. Don't rush, because you might make a mistake. Manpinalåla manmamåhan i taotåo pugas gi tenda, sa' ti åtman hokkuk. The people rushed to buy rice at the store, because it was almost all gone.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
pinidongguan,Intransitive Verb,"vi.  1) drop accidentally. Pinidongguan ni salappe'‑ña, sa' tinani' kumuentus. She accidentally dropped her money, because she was distracted talking. Hekkua' månu nai pinidongguan yu' nu i kosås‑su. I have no idea where I lost my things. 2) say something accidentally or by mistake that reveals what was not intended. Ai, sa' fa'na'an pinidongguan gi fino'‑ña nu hågu. Oh dear, he must have had a slip-of-the tongue in his statement to you.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
